,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
514940,C579752,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,11/30/2011 14:46,2.55,13777.0,United Kingdom
514941,C579753,22434,BALLOON PUMP WITH 10 BALLOONS,-16,11/30/2011 14:48,1.95,15484.0,United Kingdom
514981,579755,84912B,damaged,-14,11/30/2011 14:54,0.0,,United Kingdom
514982,C579756,71477,COLOURED GLASS STAR T-LIGHT HOLDER,-1,11/30/2011 14:54,3.95,14733.0,United Kingdom
514983,C579756,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,11/30/2011 14:54,8.5,14733.0,United Kingdom
514984,C579757,47469,ASSORTED SHAPES PHOTO CLIP SILVER ,-24,11/30/2011 14:56,0.65,,United Kingdom
514985,C579758,22423,REGENCY CAKESTAND 3 TIER,-1,11/30/2011 14:58,10.95,14644.0,United Kingdom
514989,C579760,22620,4 TRADITIONAL SPINNING TOPS,-2,11/30/2011 15:05,1.45,17096.0,United Kingdom
514990,C579764,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,11/30/2011 15:07,2.95,14936.0,Channel Islands
514991,C579764,23486,ANTIQUE HEART SHELF UNIT,-1,11/30/2011 15:07,16.65,14936.0,Channel Islands
515001,C579766,23486,ANTIQUE HEART SHELF UNIT,-1,11/30/2011 15:08,16.65,15793.0,United Kingdom
515002,C579776,23118,PARISIENNE JEWELLERY DRAWER ,-1,11/30/2011 15:12,7.5,13212.0,United Kingdom
515690,C579778,23460,SWEETHEART WALL TIDY ,-1,11/30/2011 15:14,9.95,14217.0,United Kingdom
515695,C579780,23460,SWEETHEART WALL TIDY ,-1,11/30/2011 15:18,9.95,14217.0,United Kingdom
515696,C579781,22457,NATURAL SLATE HEART CHALKBOARD ,-1,11/30/2011 15:20,2.95,17451.0,United Kingdom
515697,C579781,22456,NATURAL SLATE CHALKBOARD LARGE ,-6,11/30/2011 15:20,4.95,17451.0,United Kingdom
515698,C579782,23460,SWEETHEART WALL TIDY ,-1,11/30/2011 15:20,9.95,17451.0,United Kingdom
515699,C579783,23597,PAPER BUNTING PAISLEY PARK,-6,11/30/2011 15:21,2.95,17727.0,United Kingdom
515708,C579785,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-2,11/30/2011 15:29,4.95,12584.0,Italy
515709,C579785,22847,BREAD BIN DINER STYLE IVORY,-3,11/30/2011 15:29,16.95,12584.0,Italy
515710,C579785,22845,VINTAGE CREAM CAT FOOD CONTAINER,-3,11/30/2011 15:29,6.35,12584.0,Italy
515711,C579785,22844,VINTAGE CREAM DOG FOOD CONTAINER,-3,11/30/2011 15:29,8.5,12584.0,Italy
515712,C579785,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,11/30/2011 15:29,2.95,12584.0,Italy
515943,C579791,23485,BOTANICAL GARDENS WALL CLOCK ,-4,11/30/2011 15:43,20.8,15969.0,United Kingdom
516073,C579864,22120,WELCOME  WOODEN BLOCK LETTERS,-9,11/30/2011 16:37,9.95,12584.0,Italy
516082,C579866,23485,BOTANICAL GARDENS WALL CLOCK ,-2,11/30/2011 16:39,20.5,17528.0,United Kingdom
516138,C579869,23428,IVORY RETRO KITCHEN WALL CLOCK,-2,11/30/2011 16:44,8.15,14189.0,United Kingdom
516170,C579871,20727,LUNCH BAG  BLACK SKULL.,-1,11/30/2011 16:54,1.65,16101.0,United Kingdom
516172,C579876,22979,PANTRY WASHING UP BRUSH,-4,11/30/2011 17:02,1.45,18059.0,United Kingdom
516173,C579876,23013,GLASS APOTHECARY BOTTLE TONIC,-1,11/30/2011 17:02,3.95,18059.0,United Kingdom
516174,C579877,23113,PANTRY CHOPPING BOARD,-1,11/30/2011 17:07,4.95,16240.0,United Kingdom
516175,C579877,22489,PACK OF 12 TRADITIONAL CRAYONS,-1,11/30/2011 17:07,0.42,16240.0,United Kingdom
516176,C579877,22138,BAKING SET 9 PIECE RETROSPOT ,-1,11/30/2011 17:07,4.95,16240.0,United Kingdom
516177,C579877,21790,VINTAGE SNAP CARDS,-1,11/30/2011 17:07,0.85,16240.0,United Kingdom
516178,C579878,84849A,HELLO SAILOR BLUE SOAP HOLDER,-16,11/30/2011 17:12,1.69,17340.0,United Kingdom
516179,C579878,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,11/30/2011 17:12,6.95,17340.0,United Kingdom
516180,C579878,23542,WALL ART 70'S ALPHABET ,-3,11/30/2011 17:12,8.25,17340.0,United Kingdom
516181,C579878,23169,CLASSIC GLASS COOKIE JAR,-4,11/30/2011 17:12,4.15,17340.0,United Kingdom
516182,C579878,22728,ALARM CLOCK BAKELIKE PINK,-2,11/30/2011 17:12,3.75,17340.0,United Kingdom
516183,C579878,22727,ALARM CLOCK BAKELIKE RED ,-2,11/30/2011 17:12,3.75,17340.0,United Kingdom
516184,C579878,22467,GUMBALL COAT RACK,-5,11/30/2011 17:12,2.55,17340.0,United Kingdom
516185,C579878,22423,REGENCY CAKESTAND 3 TIER,-1,11/30/2011 17:12,12.75,17340.0,United Kingdom
516186,C579878,21326,AGED GLASS SILVER T-LIGHT HOLDER,-6,11/30/2011 17:12,0.65,17340.0,United Kingdom
516187,C579878,21314,SMALL GLASS HEART TRINKET POT,-1,11/30/2011 17:12,2.1,17340.0,United Kingdom
516217,C579882,21871,SAVE THE PLANET MUG,-6,11/30/2011 17:28,1.65,13050.0,United Kingdom
516218,C579882,23245,SET OF 3 REGENCY CAKE TINS,-1,11/30/2011 17:28,4.95,13050.0,United Kingdom
516219,C579883,21535,RED RETROSPOT SMALL MILK JUG,-1,11/30/2011 17:32,2.55,14194.0,United Kingdom
516220,C579883,23254,CHILDRENS CUTLERY DOLLY GIRL ,-4,11/30/2011 17:32,4.15,14194.0,United Kingdom
516221,C579884,D,Discount,-1,11/30/2011 17:34,20.53,14527.0,United Kingdom
516369,C579886,22163,HEART STRING MEMO HOLDER HANGING,-1,11/30/2011 17:39,0.79,15676.0,United Kingdom
516370,C579886,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,-1,11/30/2011 17:39,0.29,15676.0,United Kingdom
516371,C579886,23370,SET 36 COLOURING PENCILS DOILY,-1,11/30/2011 17:39,1.25,15676.0,United Kingdom
516372,C579886,22594,CHRISTMAS GINGHAM TREE,-1,11/30/2011 17:39,0.85,15676.0,United Kingdom
516373,C579886,21172,PARTY METAL SIGN ,-1,11/30/2011 17:39,1.45,15676.0,United Kingdom
516374,C579886,23491,VINTAGE JINGLE BELLS HEART,-1,11/30/2011 17:39,8.25,15676.0,United Kingdom
516375,C579886,85088,CANDY SPOT HAND BAG,-2,11/30/2011 17:39,2.1,15676.0,United Kingdom
516376,C579886,23460,SWEETHEART WALL TIDY ,-2,11/30/2011 17:39,9.95,15676.0,United Kingdom
516377,C579886,23458,DOLLY CABINET 3 DRAWERS ,-2,11/30/2011 17:39,14.95,15676.0,United Kingdom
516378,C579886,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,-3,11/30/2011 17:39,6.75,15676.0,United Kingdom
516379,C579886,22197,POPCORN HOLDER,-1,11/30/2011 17:39,0.85,15676.0,United Kingdom
516380,C579886,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-1,11/30/2011 17:39,3.29,15676.0,United Kingdom
516381,C579887,84946,ANTIQUE SILVER T-LIGHT GLASS,-1,11/30/2011 17:42,1.25,16717.0,United Kingdom
516382,C579887,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,11/30/2011 17:42,7.95,16717.0,United Kingdom
516383,C579887,23490,T-LIGHT HOLDER HANGING LOVE BIRD,-3,11/30/2011 17:42,3.75,16717.0,United Kingdom
516384,C579889,23245,SET OF 3 REGENCY CAKE TINS,-8,12/1/2011 8:12,4.15,13853.0,United Kingdom
516385,C579890,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,-1,12/1/2011 8:14,1.25,15197.0,United Kingdom
516386,C579890,23374,RED SPOT PAPER GIFT BAG,-1,12/1/2011 8:14,0.82,15197.0,United Kingdom
516387,C579890,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,-2,12/1/2011 8:14,0.85,15197.0,United Kingdom
516388,C579891,23485,BOTANICAL GARDENS WALL CLOCK ,-1,12/1/2011 8:18,25.0,13644.0,United Kingdom
516389,C579891,23186,FRENCH STYLE STORAGE JAR CAFE ,-6,12/1/2011 8:18,0.29,13644.0,United Kingdom
516390,C579892,23461,SWEETHEART BIRD HOUSE,-4,12/1/2011 8:23,4.15,13310.0,United Kingdom
516391,C579893,37449,CERAMIC CAKE STAND + HANGING CAKES,-2,12/1/2011 8:25,9.95,13468.0,United Kingdom
516392,C579894,23012,GLASS APOTHECARY BOTTLE PERFUME,-1,12/1/2011 8:26,3.95,13098.0,United Kingdom
516393,C579894,23568,EGG CUP HENRIETTA HEN CREAM ,-1,12/1/2011 8:26,1.25,13098.0,United Kingdom
516394,C579894,23319,BOX OF 6 MINI 50'S CRACKERS,-6,12/1/2011 8:26,2.08,13098.0,United Kingdom
516395,C579895,23374,RED SPOT PAPER GIFT BAG,-5,12/1/2011 8:27,0.82,14329.0,United Kingdom
516396,C579896,23456,MEDIUM PARLOUR PICTURE FRAME ,-2,12/1/2011 8:27,4.15,13971.0,United Kingdom
516397,C579897,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,-2,12/1/2011 8:29,3.75,17636.0,United Kingdom
516398,C579897,23256,CHILDRENS CUTLERY SPACEBOY ,-1,12/1/2011 8:29,4.15,17636.0,United Kingdom
516399,C579897,23203,JUMBO BAG VINTAGE DOILY ,-1,12/1/2011 8:29,2.08,17636.0,United Kingdom
516400,C579897,22470,HEART OF WICKER LARGE,-2,12/1/2011 8:29,2.95,17636.0,United Kingdom
516401,C579898,22153,ANGEL DECORATION STARS ON DRESS,-1,12/1/2011 8:32,0.42,14299.0,United Kingdom
516402,C579898,22969,HOMEMADE JAM SCENTED CANDLES,-1,12/1/2011 8:32,1.45,14299.0,United Kingdom
516444,C579902,23169,CLASSIC GLASS COOKIE JAR,-1,12/1/2011 8:39,4.15,13365.0,United Kingdom
516445,C579902,23165,LARGE CERAMIC TOP STORAGE JAR,-2,12/1/2011 8:39,1.65,13365.0,United Kingdom
516446,C579902,22623,BOX OF VINTAGE JIGSAW BLOCKS ,-3,12/1/2011 8:39,5.95,13365.0,United Kingdom
516447,C579902,22666,RECIPE BOX PANTRY YELLOW DESIGN,-3,12/1/2011 8:39,2.95,13365.0,United Kingdom
516448,C579903,85159B,"WHITE TEA,COFFEE,SUGAR JARS",-7,12/1/2011 8:41,1.95,18130.0,United Kingdom
516449,C579904,85066,CREAM SWEETHEART MINI CHEST,-2,12/1/2011 8:43,12.75,17049.0,United Kingdom
516450,C579904,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,-2,12/1/2011 8:43,8.95,17049.0,United Kingdom
516451,C579904,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-2,12/1/2011 8:43,6.95,17049.0,United Kingdom
516452,C579905,22197,POPCORN HOLDER,-12,12/1/2011 8:44,0.72,13078.0,United Kingdom
516453,C579906,22621,TRADITIONAL KNITTING NANCY,-1,12/1/2011 8:46,1.65,17063.0,United Kingdom
516454,C579907,22169,FAMILY ALBUM WHITE PICTURE FRAME,-2,12/1/2011 8:48,7.65,,EIRE
516455,C579908,D,Discount,-1,12/1/2011 8:49,28.68,14527.0,United Kingdom
516485,C579911,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,-1,12/1/2011 8:53,1.25,14525.0,United Kingdom
516486,C579911,23085,ANTIQUE SILVER BAUBLE LAMP  ,-1,12/1/2011 8:53,10.4,14525.0,United Kingdom
516487,C579912,84949,SILVER HANGING T-LIGHT HOLDER,-11,12/1/2011 8:54,1.45,17044.0,United Kingdom
516488,C579913,71477,COLOURED GLASS STAR T-LIGHT HOLDER,-1,12/1/2011 8:55,3.95,14626.0,United Kingdom
516489,C579914,22867,HAND WARMER BIRD DESIGN,-4,12/1/2011 8:56,2.1,13267.0,United Kingdom
516490,C579914,23032,DRAWER KNOB CRACKLE GLAZE IVORY,-4,12/1/2011 8:56,1.65,13267.0,United Kingdom
516491,C579915,22726,ALARM CLOCK BAKELIKE GREEN,-2,12/1/2011 8:56,3.75,16570.0,United Kingdom
516496,C579918,23169,CLASSIC GLASS COOKIE JAR,-2,12/1/2011 8:58,4.15,13410.0,United Kingdom
516497,C579919,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-1,12/1/2011 9:00,8.5,17540.0,United Kingdom
516514,C579923,22505,MEMO BOARD COTTAGE DESIGN,-1,12/1/2011 9:06,4.95,17071.0,United Kingdom
516515,C579924,23168,CLASSIC CAFE SUGAR DISPENSER,-3,12/1/2011 9:13,1.25,16293.0,United Kingdom
516516,C579925,21240,BLUE POLKADOT CUP,-3,12/1/2011 9:16,0.85,15544.0,United Kingdom
516517,C579926,22355,CHARLOTTE BAG SUKI DESIGN,-1,12/1/2011 9:19,0.72,14389.0,United Kingdom
516518,C579926,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-1,12/1/2011 9:19,2.08,14389.0,United Kingdom
516519,C579926,85099B,JUMBO BAG RED RETROSPOT,-1,12/1/2011 9:19,2.08,14389.0,United Kingdom
516520,C579926,23207,LUNCH BAG ALPHABET DESIGN,-2,12/1/2011 9:19,1.65,14389.0,United Kingdom
516521,C579926,23204,CHARLOTTE BAG APPLES DESIGN,-2,12/1/2011 9:19,0.72,14389.0,United Kingdom
516522,C579926,23199,JUMBO BAG APPLES,-5,12/1/2011 9:19,2.08,14389.0,United Kingdom
516523,C579926,23200,JUMBO BAG PEARS,-1,12/1/2011 9:19,2.08,14389.0,United Kingdom
516524,C579926,20727,LUNCH BAG  BLACK SKULL.,-2,12/1/2011 9:19,1.65,14389.0,United Kingdom
516549,C579928,23485,BOTANICAL GARDENS WALL CLOCK ,-1,12/1/2011 9:29,25.0,14121.0,United Kingdom
516550,C579929,22768,FAMILY PHOTO FRAME CORNICE,-2,12/1/2011 9:34,9.95,17828.0,Malta
516551,C579929,85034C,3 ROSE MORRIS BOXED CANDLES,-1,12/1/2011 9:34,1.25,17828.0,Malta
516552,C579929,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,-1,12/1/2011 9:34,4.25,17828.0,Malta
516553,C579929,22307,GOLD MUG BONE CHINA TREE OF LIFE,-1,12/1/2011 9:34,1.06,17828.0,Malta
516554,C579929,72741,GRAND CHOCOLATECANDLE,-3,12/1/2011 9:34,1.45,17828.0,Malta
516555,C579930,23251,VINTAGE RED ENAMEL TRIM MUG ,-1,12/1/2011 9:36,1.25,15563.0,United Kingdom
516556,C579930,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,12/1/2011 9:36,4.95,15563.0,United Kingdom
516557,C579931,23207,LUNCH BAG ALPHABET DESIGN,-10,12/1/2011 9:39,1.65,13115.0,United Kingdom
516558,C579932,22768,FAMILY PHOTO FRAME CORNICE,-1,12/1/2011 9:42,9.95,14950.0,United Kingdom
516559,C579933,22423,REGENCY CAKESTAND 3 TIER,-1,12/1/2011 9:44,12.75,14853.0,United Kingdom
516560,C579934,21422,PORCELAIN ROSE SMALL,-2,12/1/2011 9:44,0.85,14860.0,United Kingdom
516561,C579935,71477,COLOURED GLASS STAR T-LIGHT HOLDER,-6,12/1/2011 9:46,3.95,14188.0,United Kingdom
516733,C579944,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-1,12/1/2011 10:38,3.29,15021.0,United Kingdom
516734,C579944,23462,ROCOCO WALL MIRROR WHITE,-1,12/1/2011 10:38,19.95,15021.0,United Kingdom
516735,C579945,23411, TRELLIS COAT RACK,-1,12/1/2011 10:41,4.95,15993.0,United Kingdom
516736,C579945,22697,GREEN REGENCY TEACUP AND SAUCER,-1,12/1/2011 10:41,2.95,15993.0,United Kingdom
516737,C579945,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,12/1/2011 10:41,2.95,15993.0,United Kingdom
516738,C579945,22197,POPCORN HOLDER,-1,12/1/2011 10:41,0.85,15993.0,United Kingdom
516774,C579948,21822,GLITTER CHRISTMAS TREE WITH BELLS,-1,12/1/2011 10:56,0.79,16376.0,United Kingdom
516775,C579948,21098,CHRISTMAS TOILET ROLL,-3,12/1/2011 10:56,1.25,16376.0,United Kingdom
516776,C579948,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,12/1/2011 10:56,4.95,16376.0,United Kingdom
516813,C579968,23661,MILK MAIDS MUG ,-1,12/1/2011 11:13,1.65,14189.0,United Kingdom
516814,C579968,23660,HENRIETTA HEN MUG ,-1,12/1/2011 11:13,1.65,14189.0,United Kingdom
516815,C579970,22840,ROUND CAKE TIN VINTAGE RED,-2,12/1/2011 11:13,7.95,14388.0,United Kingdom
516816,C579970,22429,ENAMEL MEASURING JUG CREAM,-2,12/1/2011 11:13,4.25,14388.0,United Kingdom
516817,C579970,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,12/1/2011 11:13,2.95,14388.0,United Kingdom
516859,C579989,23415,HOME SWEET HOME HOOK,-5,12/1/2011 11:18,1.65,15745.0,United Kingdom
516860,C579989,23470,CARD HOLDER LOVE BIRD LARGE ,-1,12/1/2011 11:18,6.25,15745.0,United Kingdom
516896,C579992,23169,CLASSIC GLASS COOKIE JAR,-5,12/1/2011 11:21,3.75,13408.0,United Kingdom
517446,C580056,22467,GUMBALL COAT RACK,-1,12/1/2011 13:12,2.55,14911.0,EIRE
517653,C580072,22942,CHRISTMAS LIGHTS 10 SANTAS ,-1,12/1/2011 14:02,7.65,16240.0,United Kingdom
517719,580087,84341B,,-2,12/1/2011 14:27,0.0,,United Kingdom
517898,C580099,23485,BOTANICAL GARDENS WALL CLOCK ,-1,12/1/2011 15:06,20.8,13171.0,United Kingdom
518994,C580131,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,12/1/2011 18:12,7.95,17576.0,United Kingdom
518995,C580131,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,-18,12/1/2011 18:12,2.1,17576.0,United Kingdom
518996,C580131,85034C,3 ROSE MORRIS BOXED CANDLES,-12,12/1/2011 18:12,4.25,17576.0,United Kingdom
519704,C580161,POST,POSTAGE,-2,12/2/2011 10:49,18.0,12700.0,France
519796,C580165,22797,CHEST OF DRAWERS GINGHAM HEART ,-2,12/2/2011 11:21,16.95,12359.0,Cyprus
519797,C580165,23245,SET OF 3 REGENCY CAKE TINS,-2,12/2/2011 11:21,4.95,12359.0,Cyprus
519798,C580165,22826,LOVE SEAT ANTIQUE WHITE METAL,-1,12/2/2011 11:21,42.5,12359.0,Cyprus
519799,C580165,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,12/2/2011 11:21,4.95,12359.0,Cyprus
519817,C580168,22628,PICNIC BOXES SET OF 3 RETROSPOT ,-1,12/2/2011 11:34,4.95,12465.0,Belgium
519818,C580168,22321,BIRD DECORATION RED RETROSPOT,-1,12/2/2011 11:34,0.85,12465.0,Belgium
519819,C580168,22601,CHRISTMAS RETROSPOT ANGEL WOOD,-1,12/2/2011 11:34,0.85,12465.0,Belgium
519820,C580168,22329,ROUND CONTAINER SET OF 5 RETROSPOT,-1,12/2/2011 11:34,1.65,12465.0,Belgium
519823,C580171,23108,SET OF 10 LED DOLLY LIGHTS,-24,12/2/2011 11:42,3.39,17949.0,United Kingdom
519831,C580174,20961,STRAWBERRY BATH SPONGE ,-50,12/2/2011 11:45,1.25,14126.0,United Kingdom
519855,C580179,22974,CHILDRENS DOLLY GIRL MUG,-2,12/2/2011 11:58,1.65,13352.0,United Kingdom
519856,C580179,22972,CHILDREN'S SPACEBOY MUG,-1,12/2/2011 11:58,1.65,13352.0,United Kingdom
519857,C580179,21231,SWEETHEART CERAMIC TRINKET BOX,-3,12/2/2011 11:58,1.25,13352.0,United Kingdom
519858,C580180,23348,CHILDRENS TOY COOKING UTENSIL SET,-3,12/2/2011 12:00,2.08,14688.0,United Kingdom
519859,C580180,22381,TOY TIDY PINK POLKADOT,-1,12/2/2011 12:00,2.1,14688.0,United Kingdom
519860,C580180,22379,RECYCLING BAG RETROSPOT ,-8,12/2/2011 12:00,1.85,14688.0,United Kingdom
519986,580218,22577,check,-300,12/2/2011 12:12,0.0,,United Kingdom
520133,C580263,M,Manual,-4,12/2/2011 12:43,9.95,12536.0,France
520134,C580263,M,Manual,-16,12/2/2011 12:43,0.29,12536.0,France
520135,C580263,70007,HI TEC ALPINE HAND WARMER,-12,12/2/2011 12:43,1.65,12536.0,France
520136,C580263,85175,CACTI T-LIGHT CANDLES,-16,12/2/2011 12:43,0.42,12536.0,France
520137,C580263,84821,DANISH ROSE DELUXE COASTER,-12,12/2/2011 12:43,0.85,12536.0,France
520138,C580263,84819,DANISH ROSE ROUND SEWING BOX,-3,12/2/2011 12:43,4.25,12536.0,France
520139,C580263,84817,DANISH ROSE DECORATIVE PLATE,-12,12/2/2011 12:43,2.1,12536.0,France
520140,C580263,72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,-36,12/2/2011 12:43,0.42,12536.0,France
520141,C580263,22232,JIGSAW TOADSTOOLS 3 PIECE,-16,12/2/2011 12:43,0.59,12536.0,France
520142,C580263,21934,SKULL SHOULDER BAG,-10,12/2/2011 12:43,1.65,12536.0,France
520143,C580263,21872,GLAMOROUS  MUG,-12,12/2/2011 12:43,1.06,12536.0,France
521098,C580312,23544,WALL ART MID CENTURY MODERN ,-1,12/2/2011 15:09,8.25,13969.0,United Kingdom
521099,C580312,22598,CHRISTMAS MUSICAL ZINC TREE,-6,12/2/2011 15:09,0.85,13969.0,United Kingdom
521100,C580312,22597,MUSICAL ZINC HEART DECORATION ,-10,12/2/2011 15:09,0.85,13969.0,United Kingdom
521101,C580312,22338,STAR DECORATION PAINTED ZINC ,-18,12/2/2011 15:09,0.65,13969.0,United Kingdom
521102,C580312,21810,CHRISTMAS HANGING STAR WITH BELL,-11,12/2/2011 15:09,1.25,13969.0,United Kingdom
521103,C580312,22340,NOEL GARLAND PAINTED ZINC ,-12,12/2/2011 15:09,1.45,13969.0,United Kingdom
521104,C580313,37450,CERAMIC CAKE BOWL + HANGING CAKES,-1,12/2/2011 15:10,2.95,12668.0,Germany
521105,C580313,22649,STRAWBERRY FAIRY CAKE TEAPOT,-3,12/2/2011 15:10,4.95,12668.0,Germany
521106,C580313,22419,LIPSTICK PEN RED,-6,12/2/2011 15:10,0.42,12668.0,Germany
521107,C580313,22303,COFFEE MUG APPLES DESIGN,-2,12/2/2011 15:10,2.55,12668.0,Germany
521108,C580313,21232,STRAWBERRY CERAMIC TRINKET POT,-3,12/2/2011 15:10,1.25,12668.0,Germany
521333,580359,20775,,-35,12/2/2011 16:11,0.0,,United Kingdom
522158,580377,84609,damages,-29,12/2/2011 17:52,0.0,,United Kingdom
522159,580378,22792,damages,-73,12/2/2011 17:56,0.0,,United Kingdom
522160,580379,72225C,,-144,12/2/2011 17:57,0.0,,United Kingdom
522161,580380,21620,check,-20,12/2/2011 17:58,0.0,,United Kingdom
522162,580381,21758,,-9,12/2/2011 17:58,0.0,,United Kingdom
522163,580382,16045,check,-900,12/2/2011 17:59,0.0,,United Kingdom
522164,580383,20652,check,-37,12/2/2011 17:59,0.0,,United Kingdom
522247,C580392,84247E,PACK OF 12 CHRISTMAS FUN CARDS,-12,12/4/2011 10:46,2.95,16283.0,United Kingdom
523337,C580507,22423,REGENCY CAKESTAND 3 TIER,-1,12/4/2011 13:37,12.75,15867.0,United Kingdom
523338,C580507,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,-1,12/4/2011 13:37,2.1,15867.0,United Kingdom
523375,C580510,M,Manual,-1,12/4/2011 13:48,1.25,14456.0,United Kingdom
523865,C580522,23075,PARLOUR CERAMIC WALL HOOK,-1,12/4/2011 14:59,4.15,13435.0,United Kingdom
524369,580546,23406,CHECK,-21,12/5/2011 9:27,0.0,,United Kingdom
524370,580547,21201,???,-390,12/5/2011 9:29,0.0,,United Kingdom
524472,580561,22043,dotcom,-9,12/5/2011 10:25,0.0,,United Kingdom
524513,C580597,23302,KNEELING MAT HOUSEWORK  DESIGN,-6,12/5/2011 11:02,0.79,16360.0,United Kingdom
524514,C580597,22197,POPCORN HOLDER,-1,12/5/2011 11:02,0.85,16360.0,United Kingdom
524601,C580604,AMAZONFEE,AMAZON FEE,-1,12/5/2011 11:35,11586.5,,United Kingdom
524602,C580605,AMAZONFEE,AMAZON FEE,-1,12/5/2011 11:36,17836.46,,United Kingdom
525953,C580641,71477,COLOURED GLASS STAR T-LIGHT HOLDER,-14,12/5/2011 12:52,3.95,15621.0,United Kingdom
526105,C580649,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,12/5/2011 13:20,2.95,14777.0,United Kingdom
526968,C580686,22960,JAM MAKING SET WITH JARS,-1,12/5/2011 15:28,4.25,15984.0,United Kingdom
526969,C580686,22963,JAM JAR WITH GREEN LID,-6,12/5/2011 15:28,0.85,15984.0,United Kingdom
526970,C580686,22358,KINGS CHOICE TEA CADDY ,-1,12/5/2011 15:28,2.95,15984.0,United Kingdom
526971,C580686,22488,NATURAL SLATE RECTANGLE CHALKBOARD,-1,12/5/2011 15:28,1.65,15984.0,United Kingdom
526972,C580686,22842,BISCUIT TIN VINTAGE RED,-1,12/5/2011 15:28,6.75,15984.0,United Kingdom
527302,C580698,22993,SET OF 4 PANTRY JELLY MOULDS,-12,12/5/2011 16:12,1.25,17426.0,United Kingdom
527312,C580701,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-3,12/5/2011 16:25,4.95,14793.0,United Kingdom
527314,C580702,23494,VINTAGE DOILY DELUXE SEWING KIT ,-40,12/5/2011 16:26,5.95,17404.0,Sweden
527315,C580703,22424,ENAMEL BREAD BIN CREAM,-2,12/5/2011 16:26,12.75,16705.0,United Kingdom
527316,C580703,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-1,12/5/2011 16:26,3.75,16705.0,United Kingdom
527352,C580707,23661,MILK MAIDS MUG ,-6,12/5/2011 16:32,1.65,12957.0,United Kingdom
527355,C580708,84946,ANTIQUE SILVER T-LIGHT GLASS,-12,12/5/2011 16:33,1.25,14546.0,United Kingdom
527356,C580710,20802,SMALL GLASS SUNDAE DISH CLEAR,-3,12/5/2011 16:34,1.65,14198.0,United Kingdom
527357,C580710,23175,REGENCY MILK JUG PINK ,-1,12/5/2011 16:34,3.25,14198.0,United Kingdom
527358,C580711,85066,CREAM SWEETHEART MINI CHEST,-1,12/5/2011 16:36,12.75,16057.0,United Kingdom
527359,C580711,23407,SET OF 2 TRAYS HOME SWEET HOME,-2,12/5/2011 16:36,9.95,16057.0,United Kingdom
527360,C580711,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,12/5/2011 16:36,4.95,16057.0,United Kingdom
527381,C580714,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,12/5/2011 16:39,4.95,12479.0,Germany
527382,C580714,20979,36 PENCILS TUBE RED RETROSPOT,-4,12/5/2011 16:39,1.25,12479.0,Germany
528087,C580726,CRUK,CRUK Commission,-1,12/5/2011 17:17,1100.44,14096.0,United Kingdom
529658,C580740,20978,36 PENCILS TUBE SKULLS,-16,12/6/2011 9:25,1.25,12479.0,Germany
529659,C580740,20979,36 PENCILS TUBE RED RETROSPOT,-12,12/6/2011 9:25,1.25,12479.0,Germany
529660,C580741,23084,RABBIT NIGHT LIGHT,-2,12/6/2011 9:29,2.08,17659.0,United Kingdom
529661,C580741,22776,SWEETHEART 3 TIER CAKE STAND ,-1,12/6/2011 9:29,9.95,17659.0,United Kingdom
529694,C580747,79321,CHILLI LIGHTS,-1,12/6/2011 9:46,5.75,17611.0,United Kingdom
